代码,简称,公告标题,公告时间,公告
级别的图像质量。该技术已在无线掌上超声TE Air 上搭载，满足了多种复杂临床场景超声扫查的需要。 
2）扫查一体POC 超声智能解决方案。该方案可在重症领域容量管理、心功能评估，麻醉领域的术前
风险管理等关键场景实现自动化定量分析，性能可靠，极易操作。针对临床医生超声学习曲线长、缺乏规
范引导的行业基础性难题，还推出了业界领先的心脏结构AI 识别与神经AI 识别功能，通过深度学习技术，
帮助临床医生高效获取心脏标准切面图像，从而更好地识别其特征结构与臂丛神经区域，提升操作规范性。
该方案为POC 超声领域提供了最全面、专业、领先的智能解决方案，已随迈瑞POC 高端平板超声TEX20
正式发布。 
3）显微造影成像技术。该技术通过高速采集原始射频数据生成的超分辨率图像，可突破传统超声图像
的空间分辨率极限，分辨力从毫米级进入微米级水平，使得组织或肿瘤内部的微细血管清晰可视，对肝脏、
肾脏、甲状腺、乳腺等器官的弥漫性及占位性疾病的早期诊断及良恶性肿瘤鉴别诊断具有重要价值。显微
造影技术在超高端台式彩超A20 的正式发布，使迈瑞的超声产品成为业内首款在临床环境下实现超分辨率
血流成像的商用设备。 
4）DR 自动图像质控。通过自动图像质控，对图像拍片的摆位质量及拍摄参数等给出量化的指标和指
导建议，支持医共体的打造，支持“下级检查、上级诊断”的推广与实现。 
（3）公司开展的融合创新包括： 
1）超声内窥镜微创手术融合解决方案。基于高端便携超声M11 和全新一代光学腹腔镜UX5，实现超
声成像与光学内窥镜图像同屏融合显示，并通过腔镜设备控制超声画面，可大幅度提升术者术中操作的效
率与临床体验，助力外科应用更精准便捷。同时，声镜同屏画面可实时传输到其他显示屏幕，便于相关临
床人员同步观察与直播教学。基于高端台式超声平台的声镜联合解决方案，满足不同手术室场景精细化需
求，提升术者术中操作的效率与临床体验，助力外科应用更精准便捷。 
2）除颤监护结合超声成像的一体化融合解决方案。该解决方案高度集成掌上超声和除颤监护仪的功
能，是医学影像产线和生命信息与支持产线融合创新的典型代表。通过聚焦的超声应用预设，提供高性能
图像，配备FAST 智能操作指引和扫查指导，保障了在院前急救的复杂环境下携带便捷、操作简单、快速
响应，能够极大提升急救效能，为患者争取更多宝贵生机。 
目前，公司已经积累了扎实的工程化能力和敏锐的客户需求洞察能力，未来技术创新力度还将持续加
大：一方面，以底层技术创新为引领，探索前沿科技，进入创新的深水区；另一方面，发挥迈瑞多产品、
深圳迈瑞生物医疗电子股份有限公司2024 年半年度报告 
43 
多产线优势，通过融合创新，构建开放的、可生长的、智能化的生态系统，为医疗机构带来更高的临床价
值与管理价值。 
 
（五）公司持续攻克技术难点，引领中国高端医疗器械发展 
2002 年，经国家科技部批准，科技部依托迈瑞医疗组建“国家医用诊断仪器工程技术中心”，该技术
中心于2006 年正式挂牌成立，致力于打破国际垄断，提升中国高端医疗器械的整体水平以及在国际市场
的竞争力。 
十二五期间，公司主导国家科技支撑项目《高端全数字彩色多普勒超声诊断设备的研发》《自动体外
除颤仪及远程管理维护系统》和863 计划项目《新一代高性能五分类血细胞分析系统研制》，填补了中国
医疗器械行业多项高端技术的空白，使得国产医用超声成像设备、体外除颤设备以及血细胞分析设备的功
能、性能和质量达到甚至局部超越了国际领先水平。 
十三五期间，由公司牵头，中国科学院深圳先进技术研究院、深圳大学、西安交通大学、清华大学、
北医三院、北大深圳医院共同合作承担的国家重点研发计划“多功能动态实时三维成像系统”实现超声成
像领域的重大技术突破。截至目前，“多功能动态实时三维成像系统”项目已通过验收。这是自“973”
“863”计划告别历史舞台后，获国家科技部批准的数字诊疗专项项目之一。该项目的完成，填补了我国在
高端医学超声诊断设备领域的空白，攻克了医学影像领域的一大技术难关。 
十四五期间，公司主导深圳市科创委技术攻关重点项目《高性能电动呼吸模块关键技术研发》，联合
中国科学院深圳先进技术研究院、深圳市第二人民医院等单位一起，在变速涡轮控制算法、自适应人机同
步、自适应通气模式等关键领域取得突破，达到国际一流水平，并在呼吸机的核心部件——高性能医用微
型涡轮的研发和制造上取得成功，使其实现国产自主可控。目前，该项目研发的无创呼吸机已完成注册，
并已在国内和欧盟地区上市销售。 
在自主创新、科技自强的征程上，公司收获了来自各级政府和行业的肯定与鼓励。 
2013 年，公司自主研发的发明专利“一种流式细胞检测装置及其实现的流式细胞检测方法”获第十五
届中国专利金奖，实现了医疗器械行业在中国发明专利金奖上的零突破。2016 年，公司获得“国家企业技
术中心”称号，为行业提供关键共性技术的自主知识产权支撑，推动国产医疗器械发展，成为医疗器械高
科技行业的示范者与引领者。2017 年，公司参与的“超声剪切波弹性成像关键技术及应用”项目荣获2017
年度国家技术发明奖二等奖。2018 年，公司“一种全血样本检测方法及血液检测仪”获得第20 届中国专
深圳迈瑞生物医疗电子股份有限公司2024 年半年度报告 
44 
利优秀奖。 
2019 年，公司持续保持研发高投入，不断实现技术突破，获得了社会各界的肯定与奖励。公司“一种
弹性成像中的位移检测方法及装置”专利荣获第21 届中国专利金奖；“一种超声成像的方法和装置”专
利获得第六届广东专利金奖；“监护设备及其生理参数处理方法与系统”专利荣获2019 年度深圳市科学
技术奖-专利奖；“血液细胞分析流水线系统的研制及产业化”项目荣获2019 年度深圳市科学技术奖-科技
进步一等奖；Resona 7 彩色超声多普勒系统获得第二届深圳环球设计大奖工业设计类金奖，这也是唯一获
得金奖的医疗器械类产品。 
2020 年，公司“监护设备及其生理参数处理方法与系统”获得第七届广东省专利奖；“疟原虫感染的
红细胞的识别方法及装置”获得2020 年度深圳市专利奖；高端重症呼吸机获得深圳市科技进步一等奖；
乳腺癌超声精准诊疗技术研发及应用获得深圳市科技进步二等奖。 
2021 年，公司与大连理工大学团队共同研发的“血液细胞荧光成像染料的创制及应用”项目获得2020
年度国家技术发明二等奖。公司“一种超声成像的方法和装置”获得第二十二届中国专利银奖（发明）；
“ARDS 精准化诊疗体系的建立与同质化平台推广”获得2021 年度江苏省科技进步一等奖；“疟原虫感
染的红细胞的识别方法及装置”获得第八届广东省专利奖（银奖）；“流量监测与控制的装置”获得2021
年度深圳市专利奖；“高端数字移动式X 射线机（DR）”获得2021 年度深圳市科技进步一等奖。 
2022 年，公司研发的“一种超声成像设备及其超声成像方法”获得第九届广东专利奖银奖，“试剂、
分析血小板的方法及血液细胞分析仪”获得2022 年度深圳市专利奖。 
2023 年，公司研发的“监护设备及其生理参数处理方法及系统”获得第二十四届中国专利金奖、“高
端重症病人监护系统关键技术研发及应用”项目获得2023 年度深圳市科技进步一等奖、“高端全血细胞及
特定蛋白分析系统”项目获得2023 年度深圳市科技进步二等奖，南京迈瑞“吊桥悬梁”项目获得南京专利
奖银奖。 
以上奖项见证了迈瑞产品技术从跟跑到并跑，再到领跑的跨越式发展，体现了迈瑞科技创新、奋勇攻
关、勇攀高峰的精神。 
 
（六）公司外延并购助力产业做大做强 
在医疗器械行业，自主研发和外延并购都是打造产业链实力、强化核心竞争力的重要方式。由于细分
赛道众多，医疗器械领域不同赛道之间的技术和渠道协同性有限，因此通过并购的手段进入新赛道是龙头
企业十分重要的发展策略，更是企业快速做大做强的必经之路。
深圳迈瑞生物医疗电子股份有限公司2024 年半年度报告 
